gender,event,medal,type,year,country,abb,athlete
Women,100 m Freestyle S9,Gold,Swimming,2004,South Africa,RSA,DU TOIT Natalie
Women,100 m Freestyle S10,Gold,Swimming,2004,Canada,CAN,POLINARIO Anne Cecile
Women,100 m Freestyle S11,Gold,Swimming,2004,Spain,ESP,GARCIA Anais
Women,100 m Freestyle S12,Gold,Swimming,2004,China,CHN,ZHU Hongyan
Women,100 m Freestyle S13,Gold,Swimming,2004,Canada,CAN,COTE Kirby
Women,200 m Freestyle S4,Gold,Swimming,2004,Japan,JPN,NARITA Mayumi
Women,200 m Freestyle S5,Gold,Swimming,2004,France,FRA,HESS Beatrice
Women,400 m Freestyle S6,Gold,Swimming,2004,Mexico,MEX,GONZALEZ Doramitzi
Women,400 m Freestyle S7,Gold,Swimming,2004,Australia,AUS,WOLFENDEN Chantel
Women,400 m Freestyle S8,Gold,Swimming,2004,United States of America,USA,LONG Jessica
Women,400 m Freestyle S9,Gold,Swimming,2004,South Africa,RSA,DU TOIT Natalie
Women,400 m Freestyle S10,Gold,Swimming,2004,Poland,POL,PAWLIK Katarzyna
Women,400 m Freestyle S12,Gold,Swimming,2004,Spain,ESP,GARCIA-ARCICOLLAR Ana
Women,400 m Freestyle S13,Gold,Swimming,2004,Canada,CAN,COTE Kirby
Women,50 m Backstroke S2,Gold,Swimming,2004,Spain,ESP,CARRACELAS Sara
Women,50 m Backstroke S3,Gold,Swimming,2004,Germany,GER,CONRADI Annke
Women,50 m Backstroke S4,Gold,Swimming,2004,Japan,JPN,NARITA Mayumi
Women,50 m Backstroke S5,Gold,Swimming,2004,Czech Republic,CZE,HLAVACKOVA Bela
Women,100 m Backstroke S6,Gold,Swimming,2004,Great Britain,GBR,LEWIS Nyree
Women,100 m Backstroke S7,Gold,Swimming,2004,Iceland,ISL,HAKONARDOTTIR Kristin
Women,100 m Backstroke S8,Gold,Swimming,2004,Israel,ISR,LEYBOVITCH Keren Or
Women,100 m Backstroke S9,Gold,Swimming,2004,Canada,CAN,DIXON Stephanie
Women,100 m Backstroke S10,Gold,Swimming,2004,United States of America,USA,RUTHERFORD Mikhaila
Women,100 m Backstroke S11,Gold,Swimming,2004,China,CHN,DONG Qiming
Women,100 m Backstroke S12,Gold,Swimming,2004,China,CHN,ZHU Hongyan
Women,100 m Backstroke S13,Gold,Swimming,2004,Canada,CAN,GOTELL Chelsey
Women,50 m Breaststroke SB3,Gold,Swimming,2004,Japan,JPN,NARITA Mayumi
Women,100 m Breaststroke SB4,Gold,Swimming,2004,France,FRA,HESS Beatrice
Women,100 m Breaststroke SB5,Gold,Swimming,2004,Germany,GER,BRUHN Kirsten
Women,100 m Breaststroke SB6,Gold,Swimming,2004,Australia,AUS,BOWEN Sarah
Women,100 m Breaststroke SB7,Gold,Swimming,2004,United States of America,USA,POPOVICH Erin
Women,100 m Breaststroke SB8,Gold,Swimming,2004,Denmark,DEN,EGEBORG Sisse Grynet
Women,100 m Breaststroke SB9,Gold,Swimming,2004,Czech Republic,CZE,COUFALOVA Katerina
Women,100 m Breaststroke SB11,Gold,Swimming,2004,Great Britain,GBR,BARRETT Elaine
Women,100 m Breaststroke SB12,Gold,Swimming,2004,Spain,ESP,GOMEZ Sandra
Women,100 m Breaststroke SB13,Gold,Swimming,2004,Cyprus,CYP,PELENDRITOU Karolina
Women,50 m Butterfly S4,Gold,Swimming,2004,Sweden,SWE,ERIKSON Sandra
Women,50 m Butterfly S5,Gold,Swimming,2004,Spain,ESP,PERALES Teresa
Women,50 m Butterfly S6,Gold,Swimming,2004,France,FRA,LOISEAU Ludivine
Women,50 m Butterfly S7,Gold,Swimming,2004,United States of America,USA,POPOVICH Erin
Women,100 m Butterfly S8,Gold,Swimming,2004,Italy,ITA,CERASUOLO Immacolata
Women,100 m Butterfly S9,Gold,Swimming,2004,South Africa,RSA,DU TOIT Natalie
Women,100 m Butterfly S10,Gold,Swimming,2004,Poland,POL,SZCZEPINSKA Magdalena
Women,100 m Butterfly S12,Gold,Swimming,2004,Poland,POL,MENDAK Joanna
Women,100 m Butterfly S13,Gold,Swimming,2004,Canada,CAN,COTE Kirby
Women,150 m Individual Medley SM4,Gold,Swimming,2004,Japan,JPN,NARITA Mayumi
Women,200 m Individual Medley SM6,Gold,Swimming,2004,Great Britain,GBR,JONES Natalie
Women,200 m Individual Medley SM7,Gold,Swimming,2004,United States of America,USA,POPOVICH Erin
Women,200 m Individual Medley SM8,Gold,Swimming,2004,Hungary,HUN,PASZTORY Dora
Women,200 m Individual Medley SM9,Gold,Swimming,2004,South Africa,RSA,DU TOIT Natalie
Women,200 m Individual Medley SM10,Gold,Swimming,2004,United States of America,USA,RUTHERFORD Mikhaila
Women,200 m Individual Medley SM11,Gold,Swimming,2004,Russia,RUS,SOKOLOVA Olga
Women,200 m Individual Medley SM12,Gold,Swimming,2004,China,CHN,ZHU Hongyan
Women,200 m Individual Medley SM13,Gold,Swimming,2004,Canada,CAN,COTE Kirby
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2004,China,CHN,DU Jianping
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2004,China,CHN,HE Junquan
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2004,China,CHN,TANG Yuan
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2004,China,CHN,GONG Baoren
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2004,China,CHN,LI Peng
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2004,China,CHN,YIN Jianhua
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2004,Great Britain,GBR,ROBERTS David
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2004,Great Britain,GBR,WALKER Matthew
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2004,Great Britain,GBR,EDMUNDS Graham
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2004,Great Britain,GBR,WELBOURN Robert
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2004,Great Britain,GBR,WOODS Marc
Men,4x100 m Freestyle 49 pts,Gold,Swimming,2004,Ukraine,UKR,DEMCHUK Sergiy
Men,4x100 m Freestyle 49 pts,Gold,Swimming,2004,Ukraine,UKR,KUZMIN Dmytro
Men,4x100 m Freestyle 49 pts,Gold,Swimming,2004,Ukraine,UKR,ALEKSYEYEV Dmytro
Men,4x100 m Freestyle 49 pts,Gold,Swimming,2004,Ukraine,UKR,KLIPPERT Sergiy
Men,4x50 m Medley 20 pts,Gold,Swimming,2004,Brazil,BRA,AVELINO Francisco
Men,4x50 m Medley 20 pts,Gold,Swimming,2004,Brazil,BRA,SILVA Clodoaldo
Men,4x50 m Medley 20 pts,Gold,Swimming,2004,Brazil,BRA,DE LIMA Adriano
Men,4x50 m Medley 20 pts,Gold,Swimming,2004,Brazil,BRA,SILVA Luis
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,HADLEY Alex
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,HARRIS Alex
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,AUSTIN Ben
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,BRAMHAM Sam
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,COWDREY Matthew
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,BELL Daniel
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,PENDLETON Rick
Men,4x100 m Medley 34 pts,Gold,Swimming,2004,Australia,AUS,WELSH Rod
Men,4x100 m Medley 49 pts,Gold,Swimming,2004,Ukraine,UKR,MASHCHENKO Oleksandr
Men,4x100 m Medley 49 pts,Gold,Swimming,2004,Ukraine,UKR,DEMCHUK Sergiy
Men,4x100 m Medley 49 pts,Gold,Swimming,2004,Ukraine,UKR,ALEKSYEYEV Dmytro
Men,4x100 m Medley 49 pts,Gold,Swimming,2004,Ukraine,UKR,KLIPPERT Sergiy
Women,4x50 m Freestyle 20 pts,Gold,Swimming,2004,Japan,JPN,FUJITA Takako
Women,4x50 m Freestyle 20 pts,Gold,Swimming,2004,Japan,JPN,KAJIWARA Noriko
Women,4x50 m Freestyle 20 pts,Gold,Swimming,2004,Japan,JPN,NARITA Mayumi
Women,4x50 m Freestyle 20 pts,Gold,Swimming,2004,Japan,JPN,NARA Erika
Women,4x100 m Freestyle 34 pts,Gold,Swimming,2004,United States of America,USA,POPOVICH Erin
Women,4x100 m Freestyle 34 pts,Gold,Swimming,2004,United States of America,USA,LONG Jessica
Women,4x100 m Freestyle 34 pts,Gold,Swimming,2004,United States of America,USA,CROWLEY Kelly
Women,4x100 m Freestyle 34 pts,Gold,Swimming,2004,United States of America,USA,OWENS Ashley
Women,4x50 m Medley 20 pts,Gold,Swimming,2004,Great Britain,GBR,MCELENY Margaret
Women,4x50 m Medley 20 pts,Gold,Swimming,2004,Great Britain,GBR,STIDEVER Jane
Women,4x50 m Medley 20 pts,Gold,Swimming,2004,Great Britain,GBR,LEWIS Nyree
Women,4x50 m Medley 20 pts,Gold,Swimming,2004,Great Britain,GBR,JONES Natalie
Women,4x100 m Medley 34 pts,Gold,Swimming,2004,United States of America,USA,POPOVICH Erin
Women,4x100 m Medley 34 pts,Gold,Swimming,2004,United States of America,USA,CROWLEY Kelly
Women,4x100 m Medley 34 pts,Gold,Swimming,2004,United States of America,USA,RUTHERFORD Mikhaila
Women,4x100 m Medley 34 pts,Gold,Swimming,2004,United States of America,USA,RIGGLE Beth
Men,50 m Freestyle S2,Gold,Swimming,2008,Greece,GRE,KAPELLAKIS Georgios
Men,50 m Freestyle S3,Gold,Swimming,2008,Ukraine,UKR,VYNOHRADETS Dmytro
Men,50 m Freestyle S4,Gold,Swimming,2008,France,FRA,SMETANINE David
Men,50 m Freestyle S5,Gold,Swimming,2008,Ukraine,UKR,KRYZHANOVSKYY Dmytro
Men,50 m Freestyle S6,Gold,Swimming,2008,China,CHN,XU Qing
Men,50 m Freestyle S7,Gold,Swimming,2008,Great Britain,GBR,ROBERTS David
Men,50 m Freestyle S8,Gold,Swimming,2008,China,CHN,WANG Xiaofu
Men,50 m Freestyle S9,Gold,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,50 m Freestyle S10,Gold,Swimming,2008,Brazil,BRA,BRASIL Andre
Men,50 m Freestyle S11,Gold,Swimming,2008,Spain,ESP,ENHAMED Enhamed
Men,50 m Freestyle S12,Gold,Swimming,2008,Ukraine,UKR,VERAKSA Maksym
Men,50 m Freestyle S13,Gold,Swimming,2008,Ukraine,UKR,FEDYNA Oleksii
Men,100 m Freestyle S2,Gold,Swimming,2008,Russia,RUS,KOKAREV Dmitrii
Men,100 m Freestyle S3,Gold,Swimming,2008,China,CHN,DU Jianping
Men,100 m Freestyle S4,Gold,Swimming,2008,France,FRA,SMETANINE David
Men,100 m Freestyle S5,Gold,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,100 m Freestyle S6,Gold,Swimming,2008,Sweden,SWE,OLSSON Anders
Men,100 m Freestyle S7,Gold,Swimming,2008,Great Britain,GBR,ROBERTS David
Men,100 m Freestyle S8,Gold,Swimming,2008,China,CHN,WANG Xiaofu
Men,100 m Freestyle S9,Gold,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,100 m Freestyle S10,Gold,Swimming,2008,Brazil,BRA,BRASIL Andre
Men,100 m Freestyle S11,Gold,Swimming,2008,Spain,ESP,ENHAMED Enhamed
Men,100 m Freestyle S12,Gold,Swimming,2008,Ukraine,UKR,VERAKSA Maksym
Men,100 m Freestyle S13,Gold,Swimming,2008,Greece,GRE,TAIGANIDIS Charalampos
Men,200 m Freestyle S2,Gold,Swimming,2008,Russia,RUS,KOKAREV Dmitrii
Men,200 m Freestyle S3,Gold,Swimming,2008,Ukraine,UKR,VYNOHRADETS Dmytro
Men,200 m Freestyle S4,Gold,Swimming,2008,Spain,ESP,ORIBE Richard
Men,200 m Freestyle S5,Gold,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,400 m Freestyle S6,Gold,Swimming,2008,Sweden,SWE,OLSSON Anders
Men,400 m Freestyle S7,Gold,Swimming,2008,Great Britain,GBR,ROBERTS David
Men,400 m Freestyle S8,Gold,Swimming,2008,Great Britain,GBR,HYND Sam
Men,400 m Freestyle S9,Gold,Swimming,2008,Spain,ESP,COLLADO Jesus
Men,400 m Freestyle S10,Gold,Swimming,2008,Brazil,BRA,BRASIL Andre
Men,400 m Freestyle S11,Gold,Swimming,2008,Spain,ESP,ENHAMED Enhamed
Men,400 m Freestyle S12,Gold,Swimming,2008,Belarus,BLR,PUNKO Sergey
Men,400 m Freestyle S13,Gold,Swimming,2008,South Africa,RSA,BOUWER Charles
Men,50 m Backstroke S1,Gold,Swimming,2008,Greece,GRE,TAMPAXIS Christos
Men,50 m Backstroke S2,Gold,Swimming,2008,Russia,RUS,KOKAREV Dmitrii
Men,50 m Backstroke S3,Gold,Swimming,2008,China,CHN,DU Jianping
Men,50 m Backstroke S4,Gold,Swimming,2008,Mexico,MEX,REYES Juan
Men,50 m Backstroke S5,Gold,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,100 m Backstroke S6,Gold,Swimming,2008,Russia,RUS,PLOTNIKOV Igor
Men,100 m Backstroke S7,Gold,Swimming,2008,United States of America,USA,LAMBACK Lantz
Men,100 m Backstroke S8,Gold,Swimming,2008,Russia,RUS,LISENKOV Konstantin
Men,100 m Backstroke S9,Gold,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,100 m Backstroke S10,Gold,Swimming,2008,United States of America,USA,ZOOK Justin
Men,100 m Backstroke S11,Gold,Swimming,2008,China,CHN,YANG Bozun
Men,100 m Backstroke S12,Gold,Swimming,2008,Russia,RUS,NEVOLIN-SVETOV Aleksandr
Men,100 m Backstroke S13,Gold,Swimming,2008,Greece,GRE,TAIGANIDIS Charalampos
Men,50 m Breaststroke SB3,Gold,Swimming,2008,Japan,JPN,SUZUKI Takayuki
Men,100 m Breaststroke SB4,Gold,Swimming,2008,Spain,ESP,TEN Ricardo
Men,100 m Breaststroke SB5,Gold,Swimming,2008,Mexico,MEX,RANGEL Pedro
Men,100 m Breaststroke SB6,Gold,Swimming,2008,Russia,RUS,FOMENKOV Alexey
Men,100 m Breaststroke SB7,Gold,Swimming,2008,Great Britain,GBR,KINDRED Sascha
Men,100 m Breaststroke SB8,Gold,Swimming,2008,Ukraine,UKR,KALYNA Andriy
Men,100 m Breaststroke SB9,Gold,Swimming,2008,South Africa,RSA,PAUL Kevin
Men,100 m Breaststroke SB11,Gold,Swimming,2008,Ukraine,UKR,MASHCHENKO Oleksandr
Men,100 m Breaststroke SB12,Gold,Swimming,2008,Ukraine,UKR,VERAKSA Maksym
Men,100 m Breaststroke SB13,Gold,Swimming,2008,Ukraine,UKR,FEDYNA Oleksii
Men,50 m Butterfly S5,Gold,Swimming,2008,United States of America,USA,PERKINS Roy
Men,50 m Butterfly S6,Gold,Swimming,2008,China,CHN,XU Qing
Men,50 m Butterfly S7,Gold,Swimming,2008,China,CHN,TIAN Rong
Men,100 m Butterfly S8,Gold,Swimming,2008,Australia,AUS,LEEK Peter
Men,100 m Butterfly S9,Gold,Swimming,2008,Hungary,HUN,SORS Tamas
Men,100 m Butterfly S10,Gold,Swimming,2008,Brazil,BRA,BRASIL Andre
Men,100 m Butterfly S11,Gold,Swimming,2008,Spain,ESP,ENHAMED Enhamed
Men,100 m Butterfly S12,Gold,Swimming,2008,Belarus,BLR,MAKARAU Raman
Men,100 m Butterfly S13,Gold,Swimming,2008,Belarus,BLR,SALEI Dzmitry
Men,150 m Individual Medley SM4,Gold,Swimming,2008,New Zealand,NZL,LESLIE Cameron
Men,200 m Individual Medley SM5,Gold,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,200 m Individual Medley SM6,Gold,Swimming,2008,Great Britain,GBR,KINDRED Sascha
Men,200 m Individual Medley SM7,Gold,Swimming,2008,United States of America,USA,GARCIA-TOLSON Rudy
Men,200 m Individual Medley SM8,Gold,Swimming,2008,Australia,AUS,LEEK Peter
Men,200 m Individual Medley SM9,Gold,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,200 m Individual Medley SM10,Gold,Swimming,2008,Australia,AUS,PENDLETON Rick
Men,200 m Individual Medley SM12,Gold,Swimming,2008,Ukraine,UKR,VERAKSA Maksym
Men,200 m Individual Medley SM13,Gold,Swimming,2008,Ukraine,UKR,FEDYNA Oleksii
Women,50 m Freestyle S3,Gold,Swimming,2008,Mexico,MEX,VALLE Patricia
Women,50 m Freestyle S4,Gold,Swimming,2008,Mexico,MEX,MIRANDA HERRERA Nely
Women,50 m Freestyle S5,Gold,Swimming,2008,Spain,ESP,PERALES Teresa
Women,50 m Freestyle S6,Gold,Swimming,2008,Netherlands,NED,DE KONING-PEPER Mirjam
Women,50 m Freestyle S7,Gold,Swimming,2008,United States of America,USA,JORDAN Cortney
Women,50 m Freestyle S8,Gold,Swimming,2008,Norway,NOR,DRABSCH NORLAND Cecilie
Women,50 m Freestyle S9,Gold,Swimming,2008,South Africa,RSA,DU TOIT Natalie
Women,50 m Freestyle S10,Gold,Swimming,2008,Canada,CAN,POLINARIO Anne
Women,50 m Freestyle S11,Gold,Swimming,2008,Italy,ITA,POIANI PANIGATI Maria
Women,50 m Freestyle S12,Gold,Swimming,2008,Russia,RUS,SAVCHENKO Oxana
Women,50 m Freestyle S13,Gold,Swimming,2008,United States of America,USA,BECHERER Kelley
Women,100 m Freestyle S4,Gold,Swimming,2008,Mexico,MEX,MIRANDA HERRERA Nely
Women,100 m Freestyle S5,Gold,Swimming,2008,Spain,ESP,PERALES Teresa
Women,100 m Freestyle S6,Gold,Swimming,2008,Great Britain,GBR,SIMMONDS Eleanor
Women,100 m Freestyle S7,Gold,Swimming,2008,United States of America,USA,POPOVICH Erin
Women,100 m Freestyle S8,Gold,Swimming,2008,United States of America,USA,LONG Jessica
Women,100 m Freestyle S9,Gold,Swimming,2008,South Africa,RSA,DU TOIT Natalie
Women,100 m Freestyle S10,Gold,Swimming,2008,United States of America,USA,OWENS Ashley
Women,100 m Freestyle S11,Gold,Swimming,2008,China,CHN,XIE Qing
Women,100 m Freestyle S12,Gold,Swimming,2008,Russia,RUS,SAVCHENKO Oxana
Women,100 m Freestyle S13,Gold,Swimming,2008,Canada,CAN,GRAND-MAISON Valerie
Women,200 m Freestyle S5,Gold,Swimming,2008,Spain,ESP,PERALES Teresa
Women,400 m Freestyle S6,Gold,Swimming,2008,Great Britain,GBR,SIMMONDS Eleanor
Women,400 m Freestyle S7,Gold,Swimming,2008,United States of America,USA,POPOVICH Erin
Women,400 m Freestyle S8,Gold,Swimming,2008,United States of America,USA,LONG Jessica
Women,400 m Freestyle S9,Gold,Swimming,2008,South Africa,RSA,DU TOIT Natalie
Women,400 m Freestyle S10,Gold,Swimming,2008,Poland,POL,PAWLIK Katarzyna
Women,400 m Freestyle S13,Gold,Swimming,2008,Canada,CAN,GRAND-MAISON Valerie
Women,50 m Backstroke S2,Gold,Swimming,2008,Ukraine,UKR,IELISAVETSKA Ganna
Women,50 m Backstroke S3,Gold,Swimming,2008,Singapore,SGP,YIP Pin Xiu
Women,50 m Backstroke S5,Gold,Swimming,2008,Czech Republic,CZE,HLAVACKOVA Bela
Women,100 m Backstroke S6,Gold,Swimming,2008,Netherlands,NED,DE KONING-PEPER Mirjam
Women,100 m Backstroke S7,Gold,Swimming,2008,Australia,AUS,PORTER Katrina
Women,100 m Backstroke S8,Gold,Swimming,2008,Great Britain,GBR,FREDERIKSEN Heather
Women,100 m Backstroke S9,Gold,Swimming,2008,Canada,CAN,DIXON Stephanie
Women,100 m Backstroke S10,Gold,Swimming,2008,South Africa,RSA,SAPIRO Shireen
Women,100 m Backstroke S10,Gold,Swimming,2008,New Zealand,NZL,PASCOE Sophie
Women,100 m Backstroke S13,Gold,Swimming,2008,Canada,CAN,GOTELL Chelsey
Women,100 m Breaststroke SB4,Gold,Swimming,2008,Czech Republic,CZE,HLAVACKOVA Bela
Women,100 m Breaststroke SB5,Gold,Swimming,2008,Germany,GER,BRUHN Kirsten
Women,100 m Breaststroke SB6,Gold,Swimming,2008,Great Britain,GBR,JOHNSON Elizabeth
Women,100 m Breaststroke SB7,Gold,Swimming,2008,United States of America,USA,POPOVICH Erin
Women,100 m Breaststroke SB8,Gold,Swimming,2008,Russia,RUS,VLADYKINA Olesia
Women,100 m Breaststroke SB9,Gold,Swimming,2008,New Zealand,NZL,PASCOE Sophie
Women,100 m Breaststroke SB12,Gold,Swimming,2008,Cyprus,CYP,PELENDRITOU Karolina
Women,50 m Butterfly S6,Gold,Swimming,2008,China,CHN,JIANG Fuying
Women,50 m Butterfly S7,Gold,Swimming,2008,China,CHN,HUANG Min
Women,100 m Butterfly S8,Gold,Swimming,2008,United States of America,USA,LONG Jessica
Women,100 m Butterfly S9,Gold,Swimming,2008,South Africa,RSA,DU TOIT Natalie
Women,100 m Butterfly S10,Gold,Swimming,2008,United States of America,USA,EAMES Anna
Women,100 m Butterfly S12,Gold,Swimming,2008,Poland,POL,MENDAK Joanna
Women,100 m Butterfly S13,Gold,Swimming,2008,Canada,CAN,GRAND-MAISON Valerie
Women,150 m Individual Medley SM4,Gold,Swimming,2008,Denmark,DEN,LAURIDSEN Karina
Women,200 m Individual Medley SM6,Gold,Swimming,2008,United States of America,USA,UHL Miranda
Women,200 m Individual Medley SM7,Gold,Swimming,2008,United States of America,USA,POPOVICH Erin
Women,200 m Individual Medley SM8,Gold,Swimming,2008,United States of America,USA,LONG Jessica
Women,200 m Individual Medley SM9,Gold,Swimming,2008,South Africa,RSA,DU TOIT Natalie
Women,200 m Individual Medley SM10,Gold,Swimming,2008,New Zealand,NZL,PASCOE Sophie
Women,200 m Individual Medley SM12,Gold,Swimming,2008,Russia,RUS,SAVCHENKO Oxana
Women,200 m Individual Medley SM13,Gold,Swimming,2008,Canada,CAN,GOTELL Chelsey
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2008,China,CHN,DU Jianping
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2008,China,CHN,HE Junquan
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2008,China,CHN,TANG Yuan
Men,4x50 m Freestyle 20 pts,Gold,Swimming,2008,China,CHN,YANG Yuanrun
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2008,Great Britain,GBR,ROBERTS David
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2008,Great Britain,GBR,WALKER Matthew
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2008,Great Britain,GBR,EDMUNDS Graham
Men,4x100 m Freestyle 34 pts,Gold,Swimming,2008,Great Britain,GBR,WELBOURN Robert
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,DU Jianping
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,LI Hanhua
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,HE Junquan
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,TANG Yuan
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,LI Peng
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,XU Qing
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,YANG Yuanrun
Men,4x50 m Medley 20 pts,Gold,Swimming,2008,China,CHN,TIAN Rong
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,AUSTIN Ben
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,LEEK Peter
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,LEVY Matthew
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,MOFFATTI Ricardo
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,BRAMHAM Sam
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,BELL Daniel
Men,4x100 m Medley 34 pts,Gold,Swimming,2008,Australia,AUS,PENDLETON Rick
Men,50 m Freestyle S2,Gold,Swimming,2012,China,CHN,YANG Yang
Men,50 m Freestyle S4,Gold,Swimming,2012,Ukraine,UKR,MUSTAFAIEV Eskender
Men,50 m Freestyle S5,Gold,Swimming,2012,Brazil,BRA,DIAS Daniel
Men,50 m Freestyle S6,Gold,Swimming,2012,China,CHN,XU Qing
Men,50 m Freestyle S7,Gold,Swimming,2012,United States of America,USA,LAMBACK Lantz
Men,50 m Freestyle S8,Gold,Swimming,2012,Russia,RUS,TARASOV Denis
Men,50 m Freestyle S9,Gold,Swimming,2012,Australia,AUS,COWDREY Matthew
Men,50 m Freestyle S10,Gold,Swimming,2012,Brazil,BRA,BRASIL Andre
Men,50 m Freestyle S11,Gold,Swimming,2012,China,CHN,YANG Bozun
Men,50 m Freestyle S12,Gold,Swimming,2012,Ukraine,UKR,VERAKSA Maksym
Men,50 m Freestyle S13,Gold,Swimming,2012,South Africa,RSA,BOUWER Charles
Men,100 m Freestyle S2,Gold,Swimming,2012,China,CHN,YANG Yang
Men,100 m Freestyle S4,Gold,Swimming,2012,Mexico,MEX,SANCHEZ MARTINEZ Gustavo
Men,100 m Freestyle S5,Gold,Swimming,2012,Brazil,BRA,DIAS Daniel
Men,100 m Freestyle S6,Gold,Swimming,2012,China,CHN,XU Qing
Men,100 m Freestyle S7,Gold,Swimming,2012,China,CHN,PAN Shiyun
Men,100 m Freestyle S8,Gold,Swimming,2012,China,CHN,WANG Yinan
Men,100 m Freestyle S9,Gold,Swimming,2012,Australia,AUS,COWDREY Matthew
Men,100 m Freestyle S10,Gold,Swimming,2012,Brazil,BRA,BRASIL Andre
Men,100 m Freestyle S11,Gold,Swimming,2012,United States of America,USA,SNYDER Bradley
Men,100 m Freestyle S12,Gold,Swimming,2012,Ukraine,UKR,VERAKSA Maksym
Men,100 m Freestyle S13,Gold,Swimming,2012,Belarus,BLR,BOKI Ihar
Men,200 m Freestyle S2,Gold,Swimming,2012,China,CHN,YANG Yang
Men,200 m Freestyle S4,Gold,Swimming,2012,Mexico,MEX,SANCHEZ MARTINEZ Gustavo
Men,200 m Freestyle S5,Gold,Swimming,2012,Brazil,BRA,DIAS Daniel
Men,200 m Freestyle S14,Gold,Swimming,2012,Iceland,ISL,SVERRISSON Jon Margeir
Men,400 m Freestyle S6,Gold,Swimming,2012,Ireland,IRL,MCDONALD Darragh
Men,400 m Freestyle S7,Gold,Swimming,2012,Great Britain,GBR,CRAIG Josef
Men,400 m Freestyle S8,Gold,Swimming,2012,China,CHN,WANG Yinan
Men,400 m Freestyle S9,Gold,Swimming,2012,Australia,AUS,HALL Brenden
Men,400 m Freestyle S10,Gold,Swimming,2012,United States of America,USA,SILVERMAN Ian
Men,400 m Freestyle S11,Gold,Swimming,2012,United States of America,USA,SNYDER Bradley
Men,400 m Freestyle S12,Gold,Swimming,2012,Russia,RUS,PUNKO Sergey
Men,400 m Freestyle S13,Gold,Swimming,2012,Belarus,BLR,BOKI Ihar
Men,50 m Backstroke S1,Gold,Swimming,2012,Ukraine,UKR,BOIKO Hennadii
Men,50 m Backstroke S2,Gold,Swimming,2012,China,CHN,YANG Yang
Men,50 m Backstroke S3,Gold,Swimming,2012,Korea,KOR,MIN Byeong-Eon
Men,50 m Backstroke S4,Gold,Swimming,2012,Mexico,MEX,REYES Juan
Men,50 m Backstroke S5,Gold,Swimming,2012,Brazil,BRA,DIAS Daniel
Men,100 m Backstroke S6,Gold,Swimming,2012,China,CHN,ZHENG Tao
Men,100 m Backstroke S7,Gold,Swimming,2012,Great Britain,GBR,FOX Jonathan
Men,100 m Backstroke S8,Gold,Swimming,2012,Russia,RUS,LISENKOV Konstantin
